,plaintext,ciphertext
17166,da68,3d1c
17167,dd03,0af5
17168,b247,b563
17169,baa8,8a1c
17170,06a4,2646
17171,4d49,b7b3
17172,dfc3,568c
17173,bce2,c2ea
17174,99ce,c3ee
17175,b0c9,8d35
17176,f889,e8aa
17177,1c64,17b9
17178,7745,23c0
17179,8cef,e465
17180,f654,9484
17181,9551,51c8
17182,0725,b2a0
17183,5416,da86
17184,e370,d05c
17185,0d71,2d97
17186,ae71,a12f
17187,07df,43c0
17188,70c6,048a
17189,e0ef,f26c
17190,1115,205b
17191,c8cd,84c3
17192,871e,de44
17193,5ff5,4925
17194,ffa0,b365
17195,9aba,c25c
17196,70c7,c914
17197,d5d7,8512
17198,bece,ce94
17199,22a2,3f36
17200,9e03,69c9
17201,d94d,608a
17202,7fe1,8b5f
17203,0aae,5176
17204,fd72,503d
17205,3673,1b85
17206,338e,abae
17207,9630,0dac
17208,0faa,ba42
17209,fce5,0215
17210,ad79,1598
17211,4e98,786a
17212,0656,8bd3
17213,281e,d1b8
17214,5778,6bf4
17215,0e68,6cee
17216,7cbd,bbcd
17217,33b5,c307
17218,79b9,4a5e
17219,2898,ea1e
17220,150e,6406
17221,1184,495d
17222,0cf7,39e5
17223,b790,8a99
17224,03b9,c70f
17225,74e3,9d27
17226,3ce0,8345
17227,18c6,e6b4
17228,d39d,1250
17229,1056,e57f
17230,96dc,17cd
17231,ad7c,657a
17232,8e3c,b435
17233,bd72,8ae3
17234,0b4d,00e2
17235,d89a,2a92
17236,7d49,4361
17237,b24f,4e25
17238,57cd,19bf
17239,69c6,19af
17240,8a39,9c02
17241,3a30,f265
17242,4e0e,fa9f
17243,8983,7819
17244,0d46,f631
17245,a9dd,989c
17246,5b2f,1ec8
17247,48d3,57ab
17248,96d0,9216
17249,969f,74ef
17250,a063,25b8
17251,d50a,ab31
17252,fa49,056a
17253,bfb6,e417
17254,6acb,a423
17255,7f75,0812
17256,81cf,b205
17257,add1,2b1f
17258,240e,afaa
17259,1f71,eb6b
17260,6b46,6936
17261,0e6e,a5e4
17262,24c4,2000
17263,7af6,b07d
17264,5745,a1a9
17265,0415,e5c6
17266,1198,8e0c
17267,7b29,49c1
17268,db67,e068
17269,2811,3b95
17270,abdb,103d
17271,ce51,c9c5
17272,d295,df15
17273,812b,8bb9
17274,e1ba,5648
17275,9eb1,341b
17276,5128,5f3a
17277,727a,0dbd
17278,f7b2,432a
17279,6e7d,7a1e
17280,e192,a260
17281,3b0d,d954
17282,f3b7,0369
17283,3b17,a42f
17284,b41e,0388
17285,f816,0370
17286,5f15,6c74
17287,9fe0,2def
17288,28bc,4133
17289,9584,e744
17290,0da1,31fd
17291,087c,5d54
17292,785c,a0f8
17293,4f65,e89f
17294,5ec3,012e
17295,c369,ae6a
17296,60ab,89ec
17297,1442,3039
17298,ee83,21f8
17299,7f5b,be87
17300,636a,31a8
17301,e8e6,024f
17302,e684,c2f2
17303,5c1a,fc03
17304,9836,17dd
17305,b594,a584
17306,6bcb,d152
17307,1518,9a03
17308,2c7b,dd2f
17309,47f8,398e
17310,bd89,ba73
17311,efd4,10e5
17312,c2c2,2d95
17313,0cfa,5933
17314,9daa,2cae
17315,4666,28c2
17316,ff90,4053
17317,09b1,8bd8
17318,3fc6,de9d
17319,69d0,7557
17320,2f29,11b5
17321,f849,b806
17322,96a6,47b1
17323,e470,12b7
17324,7512,3dfc
17325,4dcf,1d5d
17326,3bf3,f7d7
17327,77b2,7be5
17328,72c2,2e22
17329,4cf1,8e60
17330,e6fc,1b8d
17331,00ab,64b1
17332,1aa1,738b
17333,eb10,c50f
17334,a45c,1b67
17335,da89,d43c
17336,7f83,bdfc
17337,514a,10a6
17338,5ee9,b202
17339,479e,a85e
17340,a1f2,7f37
17341,81bc,9ae9
17342,836d,0364
17343,0a61,2f8e
17344,b3ed,a87d
17345,9505,c783
17346,648a,aea0
17347,1ba4,9071
17348,9d4b,dbb4
17349,3cc7,0212
17350,9e2e,0800
17351,1909,8233
17352,d0cc,7641
17353,47fe,ae07
17354,c5f8,0731
17355,a702,bacd
17356,fdcd,03f2
17357,44c7,0d33
17358,3b2a,31b6
17359,be40,9820
17360,2cb4,e6a9
17361,cc28,bb25
17362,fee9,f9a5
17363,0c53,9bae
17364,33ef,0643
17365,cb47,057c
17366,1824,47de
17367,cc92,d285
17368,4a95,3869
17369,9807,c96e
17370,591f,9c05
17371,4a7e,3f61
17372,13b8,3195
17373,1344,6fa2
17374,c3de,08cf
17375,8cb8,1409
17376,163a,8736
17377,c37a,ab5e
17378,6c91,0e32
17379,533a,80f5
17380,afbb,d87a
17381,8745,7bd0
17382,36fc,599e
17383,12ab,6443
17384,a55e,cb8f
17385,2731,93e2
17386,6d5d,9ea9
17387,1f02,051d
17388,0d8e,47e2
17389,86a4,190d
17390,e648,6283
17391,a642,d70d
17392,dbd9,4845
17393,e188,22e0
17394,3873,18de
17395,8843,8b03
17396,bb07,a533
17397,867e,cde7
17398,1b90,adb4
17399,c81e,5f13
17400,0651,8533
17401,ac2e,8bbd
17402,58ad,3147
17403,835a,3226
17404,61af,44ce
17405,9544,2775
17406,eb5c,8243
17407,64bf,2754
17408,5f76,8c80
17409,3edd,74a3
17410,5475,bc89
17411,69ea,b095
17412,5b6c,204b
17413,b6b6,297b
17414,b0d6,4b91
17415,ecae,8c1a
17416,edae,df99
17417,aa88,5bfb
17418,ac93,2e3b
17419,4d8a,4b10
17420,8430,a546
17421,d865,a31e
17422,c2ca,0dc2
17423,2179,ffc6
17424,a60e,08f9
17425,dd23,f7bd
17426,01c6,fde9
17427,8601,e0b3
17428,c871,f408
17429,e2a6,e50b
17430,dca5,d386
17431,372d,6f67
17432,258b,6c3e
17433,59a6,e41a
17434,c8e7,23a4
17435,4825,c663
17436,fb91,5ab8
17437,eaae,d3ee
17438,4bb5,a682
17439,09f6,fd13
17440,c53e,f6bf
17441,2f19,7dde
17442,ad2c,957a
17443,ccf6,e010
17444,4c15,aaf6
17445,00e1,2914
17446,0c32,8de0
17447,f292,7a38
17448,c350,0409
17449,c844,6dca
17450,9476,6bc1
17451,f084,154c
17452,9727,75e5
17453,e528,f55b
17454,6c6e,c555
17455,f2a0,a3f6
17456,a3f9,8da5
17457,3738,c3e3
17458,69fe,e1cc
17459,0bf9,f862
17460,e14e,705a
17461,344c,e34a
17462,dc0c,1464
17463,6684,221a
17464,65b5,7430
17465,3e3e,fd6f
17466,200a,3276
17467,09ba,3a04
17468,9e1a,5fab
17469,f6e2,12fa
17470,7b96,c2a8
17471,ebfc,edb3
17472,3d61,4e16
17473,a143,7e6e
17474,2d13,3128
17475,77de,6e66
17476,f261,89ca
17477,1d3d,fcbc
17478,bf94,4ab1
17479,3f82,4bda
17480,a28a,b034
17481,ecbc,ff0d
17482,a68b,17a9
17483,55c7,656c
17484,0972,f89c
17485,4433,9664
17486,d133,a872
17487,d38b,64c1
17488,3084,71fc
17489,3c2a,8a5b
17490,7433,6b87
17491,d050,4790
17492,5c2f,4a14
17493,6952,08ee
17494,30ad,ad64
17495,c35d,19c8
17496,74f7,beaa
17497,3a91,32a0
17498,9b94,bcb1
17499,aa15,e5a5
17500,3a35,4715
17501,cdbc,84bf
17502,8dee,6ff3
17503,9701,8934
17504,8002,bbd1
17505,de79,657d
17506,849b,72c4
17507,6fb4,2f5c
17508,fa52,9e24
17509,9cda,3fcf
17510,1fd1,b69b
17511,370d,6f58
17512,66f9,5960
17513,597f,6a14
17514,04c6,dfce
17515,43a3,c723
17516,d244,5f54
17517,3b8a,5f9f
17518,e761,c282
17519,1d68,69ae
17520,23cd,aee7
17521,63cf,8c94
17522,d7ef,b348
17523,319b,4991
17524,9912,c167
17525,ca58,4821
17526,e9b4,9c32
17527,4e02,faf4
17528,4848,b616
17529,b912,0d1e
17530,a068,7eba
17531,2d99,2188
17532,0a53,e55f
17533,1e7c,125b
17534,7764,8f99
17535,a916,92d8
17536,a557,9d58
17537,d447,520f
17538,c302,7d88
17539,de57,120f
17540,be5d,9f2f
17541,02ae,f6db
17542,de07,72c3
17543,69bf,0ec2
17544,9ae8,1626
17545,564b,1149
17546,49a6,463b
17547,13df,0f20
17548,89db,8129
17549,4f52,559b
17550,d2fb,879d
17551,b5c7,0aaa
17552,12ae,ae22
17553,81ee,8f2e
17554,0509,7898
17555,09ff,45f3
17556,7d55,c649
17557,0b1b,772b
17558,f852,17f7
17559,ecfa,cf47
17560,9bd4,864b
17561,f633,54cd
17562,b319,c237
17563,4a45,beb7
17564,e9fd,f9e8
17565,fd9b,9a85
17566,148b,9a60
17567,fb33,7c18
17568,c936,0747
17569,69f5,8ff5
17570,0603,6b33
17571,fe5c,1bb1
17572,7d70,499c
17573,4518,ad07
17574,50e3,bced
17575,5fdf,77b7
17576,943f,b6e8
17577,7484,ff5c
17578,b4f9,badc
17579,4f38,7f45
17580,f065,8ad3
17581,8c7e,a905
17582,32bf,b004
17583,7082,a46d
17584,a81b,dcfd
17585,4879,3f27
17586,3677,3ad6
17587,3b58,7323
17588,e6b1,9a91
17589,e4f6,4a27
17590,2e57,b55e
17591,59d5,e9a7
17592,15b4,1e2e
17593,8337,b61b
17594,39ca,599f
17595,4d5e,0bbf
17596,865e,78b2
17597,5b8d,b13e
17598,9298,0c24
17599,5573,98de
17600,26e0,28b5
17601,1c33,befd
17602,aeb7,9840
17603,63ff,62c8
17604,afd4,eb20
17605,59c6,cdaf
17606,d23c,d5e0
17607,f04f,4e0e
17608,48c8,1d8e
17609,e56c,ea00
17610,a22b,db8b
17611,9695,7c89
17612,7093,a6da
17613,dd3b,f321
17614,778a,2ed0
17615,4b15,aade
17616,9dfb,dd22
17617,ed2d,7096
17618,577b,3d1f
17619,6418,4bfa
17620,cc3d,ce5c
17621,617a,afa7
17622,7997,8c02
17623,b7c9,ba28
17624,7207,dd0c
17625,40a1,bf16
17626,c114,9e6d
17627,6c82,3760
17628,af10,b69e
17629,f1ff,a61d
17630,9f99,aeff
17631,6b04,15b7
17632,45ff,0d7f
17633,c3e9,0314
17634,a99e,d49f
17635,fcba,0627
17636,e90f,1f7b
17637,f4ce,33cf
17638,2c91,8739
17639,c035,da29
17640,8d0b,d1c1
17641,14be,fe74
17642,d120,c816
17643,d4dd,47b0
17644,fc8e,3759
17645,c873,accf
17646,4a9f,b8cd
17647,7985,5947
17648,71c4,b820
17649,1e9d,3825
17650,06cf,5695
17651,71b3,fbd5
17652,734d,59ea
17653,0dae,fdcb
17654,48a9,fdd2
17655,c008,a2ee
17656,fa4d,ae36
17657,e745,ac2a
17658,9f80,e2e0
17659,cf93,e558
17660,9482,1bda
17661,39e7,8395
17662,e982,1a92
17663,bfba,2960
17664,26fc,f45a
17665,ca63,2611
17666,c3bf,ef76
17667,4d24,e71e
17668,7dc4,8496
17669,3b1f,ef7f
17670,a7f3,bf18
17671,88b5,8b39
17672,bec3,549b
17673,851b,7f74
17674,9dfe,db26
17675,10a5,f772
17676,579a,db91
17677,a913,ccbf
17678,ed56,550f
17679,37d7,4246
17680,b464,ecec
17681,a7da,5819
17682,5130,3ca2
17683,5b9d,36f8
17684,dd0a,c548
17685,c8d2,bfb8
17686,80dc,7ef1
17687,85c7,4a3a
17688,ae2f,cc84
17689,f121,e54d
17690,e563,2566
17691,3dbd,2fbc
17692,4c87,4458
17693,8b89,457c
17694,86d0,f904
17695,9121,7c47
17696,1ee5,9930
17697,ab91,7c71
17698,a055,fa09
17699,785f,a38f
17700,118a,665f
17701,4eaf,4eea
17702,b835,7289
17703,41e1,04bc
17704,bf3f,91bc
17705,4f6e,9264
17706,e69f,e55a
17707,2e28,cd75
17708,a691,04ed
17709,d6c0,2409
17710,6dad,9403
17711,7a18,cc12
17712,fb7c,dd8c
17713,5675,3efb
17714,ad68,5bea
17715,5469,ef32
17716,1e0b,e8c8
17717,5e91,7854
17718,cab3,c364
17719,105e,64f9
17720,18b3,f743
17721,e6f8,a189
17722,9c12,251d
17723,fcda,03e2
17724,111f,3357
17725,1fa8,b8e4
17726,2eaa,7f4a
17727,3907,2a77
17728,8357,14f6
17729,bf7b,30e2
17730,0c84,97c3
17731,30cd,4d55
17732,b315,9afd
17733,d011,0170
17734,d8d5,b560
17735,a4d9,f567
17736,39c9,5c98
17737,443d,a62f
17738,86d2,0200
17739,fb55,2ef6
17740,dbd6,bcec
17741,70ab,77f0
17742,755b,cde8
17743,124d,371b
17744,64e8,2e77
17745,1e03,9ed7
17746,770d,783c
17747,0d6b,f7af
17748,6d87,64a0
17749,da1d,03b0
17750,2295,91f5
17751,ead6,fc6d
17752,8cce,c18e
17753,82bd,4492
17754,4f55,2c10
17755,913e,045c
17756,6e5b,8822
17757,6ea5,367e
17758,bb53,422f
17759,5c15,bcce
17760,6cdb,074b
17761,90cb,559f
17762,f481,a331
17763,df71,e9bb
17764,e1e6,fedd
17765,d767,8717
17766,e110,c804
17767,4699,aed5
17768,fefa,8702
17769,5b49,79d8
17770,2839,ac7f
17771,fb16,ba58
17772,dff7,5d1f
17773,a8f5,e6e6
17774,b0f0,4449
17775,41a6,87dd
17776,0c4f,f448
17777,6da2,9a3f
17778,0796,b6a4
17779,894c,d6de
17780,8cf5,dc75
17781,953b,cd58
17782,253b,be38
17783,9b0c,ba1d
17784,3887,789d
17785,c0d3,2be4
17786,99a7,fd7c
17787,c603,a90c
17788,8c29,0a89
17789,4803,57a1
17790,17b6,6d7f
17791,eacd,ac4b
17792,fd34,0bcb
17793,ce60,3ec6
17794,1ca8,7fcf
17795,f598,41d8
17796,b6f2,a2f8
17797,f619,7c1e
17798,f853,3806
17799,6407,5ba0
17800,4df2,b0bd
17801,b978,c193
17802,4d0f,72f6
17803,fe92,a7fa
17804,7d35,4597
17805,bd4d,b52e
17806,4de4,1a37
17807,d109,6002
17808,b05e,14d6
17809,eba5,252b
17810,cc25,8cf3
17811,51b3,abe9
17812,734b,baaf
17813,bedc,c0e0
17814,599a,fc13
17815,1de6,2e68
17816,fcc7,4c33
17817,edfb,184b
17818,50a4,34f9
17819,dedb,aceb
17820,158f,a1d2
17821,3d5d,eedc
17822,a6ac,11c2
17823,aa63,5b9d
17824,a2c4,641d
17825,17a9,216f
17826,3386,ebfd
17827,c45d,76a8
17828,eaa0,18e3
17829,4138,00f3
17830,b028,6048
17831,2d5a,6fa1
17832,8dc9,f3fb
17833,471b,d2d5
17834,356e,4e96
17835,3f1d,d4b0
17836,9ad7,9293
17837,9193,812e
17838,74ef,40e6
17839,b155,6243
17840,808e,cf22
17841,84c6,778c
17842,73c8,2c02
17843,ca0b,8457
17844,e24b,a20f
17845,98d6,d0e6
17846,a93c,30a5
17847,73f1,d627
17848,a4cb,c4e3
17849,f9bb,9d9c
17850,7d6e,3ae3
17851,142c,2670
17852,dc2a,5b02
17853,3cb0,b4bf
17854,2032,4601
17855,3f8a,2ade
17856,82f1,e929
17857,683b,f9b4
17858,6bbf,af59
17859,5615,a21e
17860,104d,183d
17861,cad4,b922
17862,3923,c3c0
17863,9c5e,28e9
17864,8fd9,5504
17865,de8b,c955
17866,9330,d544
17867,35e8,25ec
17868,7cc4,8146
17869,47dc,3f45
17870,2094,bb17
17871,f692,21c0
17872,cd0a,f4f2
17873,1c1d,54e1
17874,7789,65c5
17875,c49c,88d9
17876,eaef,ffa9
17877,3b41,f1fb
17878,c287,d552
17879,1752,3f6c
17880,5ccb,51c9
17881,ff54,7f59
17882,1520,4fd5
17883,0166,4e17
17884,cd6a,5114
17885,5b78,daf4
17886,950e,6789
17887,7fae,0b6d
17888,421a,4f39
17889,6558,0181
17890,42b1,3080
17891,f741,3797
17892,0c8b,770e
17893,6d3e,8638
17894,bd20,87ba
17895,69c2,3482
17896,1988,68af
17897,a044,5ead
17898,7bbf,999a
17899,4179,59f1
17900,e993,ad68
17901,80f8,de98
17902,0700,1350
17903,920e,182f
17904,5b01,c09c
17905,4b43,c9ec
17906,66f2,5f25
17907,048b,597b
17908,aa0e,889c
17909,4e49,2086
17910,55af,198b
17911,6721,0f61
17912,9525,75e8
17913,207a,8cbc
17914,1d7e,0bb7
17915,0358,95d7
17916,2dc9,4c64
17917,82e6,6de6
17918,d40a,85d1
17919,676f,6f1b
17920,9682,8432
17921,6c1f,8978
17922,19fd,a35b
17923,ce6e,3219
17924,752d,9a70
17925,7142,8eee
17926,3eb8,a834
17927,3d7a,5119
17928,8225,9df8
17929,29c4,e861
17930,dee8,073a
17931,3f57,1a84
17932,3ed3,a47e
17933,2870,c2b5
17934,92c7,6dcb
17935,1213,aa9f
17936,45a6,1540
17937,94c3,72ad
17938,ab68,b9fa
17939,5245,b704
17940,e1b1,59d1
17941,7d04,e7e8
17942,435e,1ab4
17943,5802,5793
17944,ff55,5607
17945,a17e,692d
17946,694b,b3e3
17947,910c,7366
17948,46af,a8ea
17949,3d3c,917e
17950,f36d,a3fa
17951,1069,4b8e
17952,4e06,23ec
17953,9e80,19be
17954,fa35,b2a2
17955,90e7,4db9
17956,00bc,7187
17957,f99d,71e5
17958,5aac,f915
17959,bb68,0dfe
17960,839c,1264
17961,975b,f3f5
17962,4e1e,b4ec
17963,4c6b,9d75
17964,9d6a,e705
17965,80be,8d71
17966,a358,b9d6
17967,292e,35f2
17968,c21c,cbc5
17969,6dd5,d009
17970,70d7,4d39
17971,4f03,991e
17972,3787,3fe0
17973,f536,45d8
17974,da00,8bf3
17975,00f7,4f8f
17976,efeb,d811
17977,0434,a1c1
17978,aea6,2857
17979,fb0f,70ca
17980,ddf1,8678
17981,d404,6bdf
17982,8303,fbd1
17983,77cf,102b
17984,584c,1682
17985,15cc,c2c4
17986,0040,44a4
17987,cbf7,00da
17988,3f3b,839d
17989,8188,013a
17990,b85b,6bd3
17991,777b,c633
17992,7cdf,2a47
17993,9be3,9027
17994,14a7,4626
17995,3344,77c5
17996,9ea6,2750
17997,39fb,f825
17998,61ed,e8af
17999,71c9,f615
18000,7f1b,abca
18001,ea8e,1812
18002,16ef,92d7
18003,8849,668d
18004,bbf2,ff61
18005,e9b3,6b37
18006,e8ef,2e05
18007,b68f,80dc
18008,c256,33d5
18009,485b,e5b0
18010,dee1,245d
18011,10cb,8c69
18012,bef8,d3ea
18013,0482,957e
18014,b4cd,f617
18015,a23c,69ab
18016,461e,610b
18017,c887,8632
18018,76d6,278a
18019,4097,62f4
18020,e8c8,2af4
18021,3286,f9a1
18022,28c0,a6c8
18023,50bc,f917
18024,fe57,7302
18025,ec39,75de
18026,b99c,881a
18027,d324,346b
18028,0ef3,0581
18029,ff3e,1fcd
18030,d697,4f69
18031,b649,a840
18032,06c3,9410
18033,4ede,e931
18034,f6e6,04c3
18035,d140,df0c
18036,67f3,3606
18037,80cd,a4eb
18038,91c7,d062
18039,24e4,aba6
18040,164b,79a4
18041,1386,86d0
18042,da5f,9273
18043,d7dd,1e5c
18044,b215,5d0f
18045,f811,05ae
18046,4c67,41ec
18047,6f43,e847
18048,135a,3f73
18049,5e2c,c234
18050,0d1d,ed6b
18051,647e,d75b
18052,9c96,d24e
18053,01c1,2689
18054,06d6,cf79
18055,b3bf,651b
18056,b3bd,73bc
18057,d40c,da2d
18058,f131,b049
18059,d524,a214
18060,85b2,2bbe
18061,82ea,65b2
18062,c5b8,e43f
18063,2e6e,b49e
18064,a9ff,5570
18065,57f4,efe5
18066,406a,e70e
18067,5ca6,9686
18068,56dc,2c84
18069,e4f1,5d32
18070,2f56,6359
18071,8d0a,0dd6
18072,834b,b56f
18073,aa8d,ffbc
18074,4e01,fe8c
18075,661b,54e2
18076,8609,a779
18077,e43b,c7c6
18078,fa39,66ad
18079,6355,0a97
18080,3560,f8fb
18081,6cc9,5c35
18082,c87a,0402
18083,95b8,f2dd
18084,7ba7,a8ca
18085,e54a,75bb
18086,7dd9,5557
18087,4013,f4d0
18088,7a9d,d4c0
18089,eff9,153f
18090,9fe5,7726
18091,443b,53e7
18092,f210,f22e
18093,5d23,1ae3
18094,fc03,bafe
18095,bd2d,8207
18096,2d79,bb9e
18097,0c19,1a45
18098,0712,162b
18099,e196,21e0
18100,0668,ccee
18101,2eda,2e70
18102,416b,d773
18103,fb85,1bf0
18104,fffd,5ff0
18105,b0af,be00
18106,8aa2,1e25
18107,8354,8792
18108,52d1,5ee5
18109,0ccc,a743
18110,804e,6ffa
18111,6781,3167
18112,54e7,a454
18113,bec9,533b
18114,57da,2ede
18115,96ca,6fe0
18116,4590,2d30
18117,bc5f,0902
18118,e53c,755a
18119,c6f2,0302
18120,e937,1099
18121,fcef,8418
18122,c224,1bdd
18123,ccf2,8141
18124,7208,91d7
18125,edce,1c0c
18126,204f,822c
18127,067c,3851
18128,21e6,c41f
18129,2706,0165
18130,6ec0,67d3
18131,e237,6abb
18132,a49a,afbf
18133,4fb7,d2e0
18134,a715,f9aa
18135,f75f,13c6
18136,e614,dd61
18137,8bdb,e4dd
18138,eb45,c682
18139,91f9,c95c
18140,e333,159a
18141,9220,dc47
18142,fafc,59e8
18143,e57d,570c
18144,aee6,e7d9
18145,2b74,b10e
18146,8b63,0679
18147,e2da,565d
18148,e795,07ec
18149,fb70,1de7
18150,27ce,a638
18151,9312,22ed
18152,9d08,4022
18153,a77c,f5c2
18154,0bdd,006a
18155,2b5b,9620
18156,8cc0,ac35
18157,2d1e,12d7
18158,1505,a5d1
18159,3501,f452
18160,70e3,6fd8
18161,78d3,4fe8
18162,5ae9,b4c5
18163,0451,ed8d
18164,40ec,66c4
18165,12e6,e6b5
18166,2e80,4c6b
18167,2210,3668
18168,ce14,a813
18169,2d9b,e0fa
18170,f00d,756e
18171,bb39,5683
18172,b478,05ce
18173,d910,db06
18174,653d,76c8
18175,7f74,712c
18176,41dc,c520
18177,f927,9a58
18178,0ab1,eee4
18179,d512,f4a3
18180,8624,1aa0
18181,ce88,340f
18182,37ec,efde
18183,168f,94de
18184,2231,dc4a
18185,dffd,537a
18186,7a6b,747d
18187,4e90,be56
18188,37f7,388f
18189,e2db,0bc3
18190,7937,161b
18191,60d1,9f15
18192,721e,6463
18193,956a,d722
18194,bc33,549d
18195,26de,09c2
18196,ec6b,3b10
18197,41b3,b02c
18198,eac8,892c
18199,1e34,c4bc
18200,90af,4d19
18201,71d6,7e1b
18202,1a48,1e91
18203,02b1,88d7
18204,95aa,298b
18205,149b,2576
18206,c502,f7ce
18207,1f58,b425
18208,dfde,2507
18209,2e9a,730a
18210,a2cf,6076
18211,725e,6cdc
18212,4947,bd8a
18213,2868,27a5
18214,ddc6,b641
18215,663f,5e1e
18216,bf8c,e04d
18217,ab23,37fe
18218,7490,07e6
18219,b7ca,06a9
18220,e6d1,09e2
18221,2bdc,efbd
18222,e683,0e1e
18223,bc97,c379
18224,d779,5755
18225,ec85,92c0
18226,1846,aa90
18227,03a5,4963
18228,7013,145a
18229,32fb,f0ff
18230,3758,7376
18231,2c84,b31c
18232,19a6,73b5
18233,f689,e517
18234,75be,fbc0
18235,9aa2,2867
18236,3853,703a
18237,85ed,8266
18238,7225,6a8e
18239,1ef7,ed36
18240,dfc9,ee09
18241,8ab8,39fc
18242,5406,1593
18243,4af2,4ab8
18244,a2b4,f373
18245,272d,bb88
18246,dbbb,8feb
18247,1f0b,6542
18248,2267,9cf0
18249,1d32,6339
18250,e2f5,870e
18251,51ec,8c45
18252,8246,5bb3
18253,6fd4,4bdf
18254,c22c,81f4
18255,9be5,2380
18256,21a2,32c3
18257,739b,7391
18258,ee53,9982
18259,89d3,cf09
18260,e8c4,b750
18261,96e6,5044
18262,5479,455b
18263,8f52,d871
18264,1542,55af
18265,56f2,848d
18266,7576,fdea
18267,ca3d,ea65
18268,b777,5591
18269,0a91,8484
18270,5ac1,4848
18271,c86d,8a3b
18272,a825,9c84
18273,3b00,98f9
18274,f362,433d
18275,7bcc,b8ab
18276,1627,beb1
18277,4f7e,e967
18278,2f02,a9c2
18279,961a,0f7a
18280,3481,b5bb
18281,0455,b0f0
18282,f101,434e
18283,0c44,f313
18284,c25d,caa1
18285,b8ae,6422
18286,d87d,5980
18287,6201,782a
18288,6340,8b6f
18289,ea0d,6e3e
18290,6714,1077
18291,eae2,c8c7
18292,3b88,d7e3
18293,1b52,016a
18294,555f,26eb
18295,db03,4f78
18296,603d,b638
18297,6c6c,6c75
18298,704a,db49
18299,d2cb,338b
18300,e133,7e03
18301,9c33,c38d
18302,dcfa,4b2c
18303,0983,bedc
18304,ba47,b12a
18305,f682,eb19
18306,f5fb,a4e5
18307,4356,9d81
18308,cba8,931b
18309,8d58,ad77
18310,bdf4,2b66
18311,09f0,f595
18312,3675,7234
18313,8e4b,8bb1
18314,ed36,4475
18315,06da,b117
18316,4e41,fd7f
18317,6643,2d8b
18318,d2bc,dc2c
18319,648f,7f19
18320,2fe7,dfac
18321,d3a3,6b9e
18322,b876,da9e
18323,2b76,f10e
18324,307d,3f62
18325,b304,35d0
18326,eed8,12d1
18327,3adc,331a
18328,9708,874d
18329,00b7,70b6
18330,aeff,2c45
18331,5cfa,45a5
18332,d906,d467
18333,003e,1924
18334,e6dd,69fa
18335,0ceb,91cf
18336,326d,bb9d
18337,f29e,aa39
18338,9510,7479
18339,5b7e,1b28
18340,8d27,5a0a
18341,f79b,34ec
18342,c902,a56e
18343,a623,68de
18344,d10d,78cc
18345,0a75,5ace
18346,1413,56ce
18347,1c6e,31e4
18348,4dc3,2671
18349,1492,4872
18350,9c21,f5d0
18351,ab19,c8ae
18352,785b,a6ab
18353,ed8e,83cf
18354,1584,aa0a
18355,4be5,f3d5
18356,90ec,2eb7
18357,f7c9,5df0
18358,fac5,d264
18359,5e2e,bb77
18360,ce44,68c9
18361,88a3,e200
18362,e0ad,1f93
18363,bd4e,f86e
18364,894f,ee0e
18365,4b5c,efa4
18366,88a5,44da
18367,62f5,b333
18368,ea3c,8874
18369,0226,334a
18370,1a70,0b7b
18371,032b,6ca0
18372,7311,3240
18373,8f6a,3a1d
18374,1ccf,2861
18375,8f68,5c19
18376,fc3f,d2a1
18377,300e,b591
18378,9d7f,61a3
18379,c93b,783e
18380,d0cd,2df3
18381,8189,fa49
18382,f6f3,5113
18383,1a28,c474
18384,98c9,f635
18385,bd31,33e3
18386,7ec4,2d43
18387,983d,c216
18388,e53d,733b
18389,44cb,0e34
18390,98ba,04a1
18391,bdfa,fa26
18392,34f9,90d5
18393,ab58,f747
18394,e275,c7f2
18395,9e8f,8977
18396,dc98,9fb8
18397,ad87,f1c4
18398,222f,b1fe
18399,1fea,0f56
18400,60ae,243d
18401,4bda,68f2
18402,9445,f577
18403,a2b7,4fb9
18404,5b40,7431
18405,212b,e8dc
18406,c133,4121
18407,349c,943b
18408,c948,3171
18409,7fa0,0673
18410,0c47,47e7
18411,7a49,fa64
18412,788b,2487
18413,d93d,038a
18414,e99c,ad6a
18415,5a16,a2b4
18416,f1c5,92ce
18417,bc95,beac
18418,56bd,ea93
18419,e955,723a
18420,9da8,979e
18421,c2ee,620c
18422,d138,9316
18423,6c07,7338
18424,fc91,9548
18425,5aff,59b0
18426,a2c2,896d
18427,8a1a,4045
18428,fc07,a0f9
18429,36a8,3c1b
18430,e009,ecca
18431,eb87,be31
18432,f092,4e9b
18433,711c,9665
18434,aaf2,1a6d
18435,54d6,e6ba
18436,e5ea,f880
18437,767d,8fc0
18438,acf3,7f17
18439,f825,2fd6
18440,8ddb,c3f9
18441,3c78,f58b
18442,ff3c,3545
18443,8082,1f48
18444,1774,206d
18445,4294,e26d
18446,e282,1dbf
18447,4d2f,8113
18448,7ea1,ca87
18449,c623,59cd
18450,833d,2da6
18451,da64,4dc5
18452,3bdc,ac47
18453,e1ad,114b
18454,2c5d,696d
18455,8aac,c2a2
18456,84ac,18ab
18457,c940,a11d
18458,a61a,54a8
18459,5a6c,0cce
18460,e692,f32a
18461,d6f4,bac1
18462,b099,b680
18463,db3b,89c0
18464,6243,a332
18465,84c4,c9c6
